23,DeliveryDelay,O54,R3,S15,Sugar,Unknown,🚨 Order O54 delayed by 15 mins in Unknown.,2025-09-10 18:09:36.847
24,DeliveryDelay,O55,R62,S7,Juice,Unknown,🚨 Order O55 delayed by 25 mins in Unknown.,2025-09-10 18:09:37.137
25,DeliveryDelay,O56,R23,S17,Juice,Unknown,🚨 Order O56 delayed by 20 mins in Unknown.,2025-09-10 18:09:37.440
26,DeliveryDelay,O62,R94,S20,Atta,Unknown,🚨 Order O62 delayed by 17 mins in Unknown.,2025-09-10 18:09:39.250
27,DeliveryDelay,O65,R7,S8,Cheese,Unknown,🚨 Order O65 delayed by 21 mins in Unknown.,2025-09-10 18:09:40.157
28,DeliveryDelay,O67,R91,S6,Juice,Unknown,🚨 Order O67 delayed by 26 mins in Unknown.,2025-09-10 18:09:40.760
29,DeliveryDelay,O69,R53,S9,Bread,Unknown,🚨 Order O69 delayed by 20 mins in Unknown.,2025-09-10 18:09:41.367
30,DeliveryDelay,O73,R2,S4,Atta,Unknown,🚨 Order O73 delayed by 29 mins in Unknown.,2025-09-10 18:09:42.573
31,DeliveryDelay,O77,R32,S9,Atta,Unknown,🚨 Order O77 delayed by 17 mins in Unknown.,2025-09-10 18:09:43.780
32,DeliveryDelay,O80,R8,S18,Sugar,Unknown,🚨 Order O80 delayed by 17 mins in Unknown.,2025-09-10 18:09:44.693
33,DeliveryDelay,O82,R19,S1,Atta,Unknown,🚨 Order O82 delayed by 30 mins in Unknown.,2025-09-10 18:09:45.287
34,DeliveryDelay,O84,R32,S7,Juice,Unknown,🚨 Order O84 delayed by 30 mins in Unknown.,2025-09-10 18:09:45.903
35,DeliveryDelay,O90,R88,S2,Milk,Unknown,🚨 Order O90 delayed by 29 mins in Unknown.,2025-09-10 18:09:47.720
36,DeliveryDelay,O92,R55,S5,Atta,Unknown,🚨 Order O92 delayed by 20 mins in Unknown.,2025-09-10 18:09:48.323
37,DeliveryDelay,O94,R76,S6,Milk,Unknown,🚨 Order O94 delayed by 26 mins in Unknown.,2025-09-10 18:09:48.923
38,DeliveryDelay,O97,R100,S10,Atta,Unknown,🚨 Order O97 delayed by 29 mins in Unknown.,2025-09-10 18:09:49.840
39,DeliveryDelay,O98,R80,S5,Butter,Unknown,🚨 Order O98 delayed by 27 mins in Unknown.,2025-09-10 18:09:50.137
40,DeliveryDelay,O103,R39,S13,Juice,Unknown,🚨 Order O103 delayed by 19 mins in Unknown.,2025-09-10 18:09:51.653
41,DeliveryDelay,O104,R14,S19,Butter,Unknown,🚨 Order O104 delayed by 30 mins in Unknown.,2025-09-10 18:09:51.950
42,DeliveryDelay,O106,R67,S1,Rice,Unknown,🚨 Order O106 delayed by 24 mins in Unknown.,2025-09-10 18:09:52.557
43,DeliveryDelay,O108,R39,S2,Butter,Unknown,🚨 Order O108 delayed by 21 mins in Unknown.,2025-09-10 18:09:53.167
44,DeliveryDelay,O110,R3,S20,Butter,Unknown,🚨 Order O110 delayed by 29 mins in Unknown.,2025-09-10 18:09:53.773
45,DeliveryDelay,O116,R46,S7,Juice,Unknown,🚨 Order O116 delayed by 17 mins in Unknown.,2025-09-10 18:09:55.583
46,DeliveryDelay,O117,R88,S9,Eggs,Unknown,🚨 Order O117 delayed by 16 mins in Unknown.,2025-09-10 18:09:55.887
47,DeliveryDelay,O123,R35,S18,Atta,Unknown,🚨 Order O123 delayed by 25 mins in Unknown.,2025-09-10 18:09:57.703
48,DeliveryDelay,O124,R41,S17,Sugar,Unknown,🚨 Order O124 delayed by 19 mins in Unknown.,2025-09-10 18:09:58.010
49,DeliveryDelay,O125,R15,S10,Cheese,Unknown,🚨 Order O125 delayed by 19 mins in Unknown.,2025-09-10 18:09:58.307
50,DeliveryDelay,O126,R85,S8,Sugar,Unknown,🚨 Order O126 delayed by 19 mins in Unknown.,2025-09-10 18:09:58.610
51,DeliveryDelay,O128,R42,S2,Sugar,Unknown,🚨 Order O128 delayed by 28 mins in Unknown.,2025-09-10 18:09:59.220
52,DeliveryDelay,O131,R57,S19,Sugar,Unknown,🚨 Order O131 delayed by 28 mins in Unknown.,2025-09-10 18:10:00.127
53,DeliveryDelay,O132,R43,S11,Eggs,Unknown,🚨 Order O132 delayed by 25 mins in Unknown.,2025-09-10 18:10:00.430
54,DeliveryDelay,O133,R22,S14,Eggs,Unknown,🚨 Order O133 delayed by 29 mins in Unknown.,2025-09-10 18:10:00.723
55,DeliveryDelay,O137,R92,S15,Atta,Unknown,🚨 Order O137 delayed by 18 mins in Unknown.,2025-09-10 18:10:01.943
56,DeliveryDelay,O138,R66,S17,Cheese,Unknown,🚨 Order O138 delayed by 27 mins in Unknown.,2025-09-10 18:10:02.250
57,DeliveryDelay,O143,R49,S16,Eggs,Unknown,🚨 Order O143 delayed by 16 mins in Unknown.,2025-09-10 18:10:03.790
58,DeliveryDelay,O144,R81,S11,Salt,Unknown,🚨 Order O144 delayed by 19 mins in Unknown.,2025-09-10 18:10:04.057
59,DeliveryDelay,O146,R70,S8,Sugar,Unknown,🚨 Order O146 delayed by 28 mins in Unknown.,2025-09-10 18:10:04.667
60,DeliveryDelay,O149,R63,S19,Eggs,Unknown,🚨 Order O149 delayed by 27 mins in Unknown.,2025-09-10 18:10:05.573
61,DeliveryDelay,O150,R13,S1,Atta,Unknown,🚨 Order O150 delayed by 19 mins in Unknown.,2025-09-10 18:10:05.873
62,DeliveryDelay,O152,R45,S17,Eggs,Unknown,🚨 Order O152 delayed by 22 mins in Unknown.,2025-09-10 18:10:06.480
63,DeliveryDelay,O154,R15,S12,Rice,Unknown,🚨 Order O154 delayed by 30 mins in Unknown.,2025-09-10 18:10:07.093
64,DeliveryDelay,O156,R14,S20,Rice,Unknown,🚨 Order O156 delayed by 21 mins in Unknown.,2025-09-10 18:10:07.693
65,DeliveryDelay,O161,R4,S19,Sugar,Unknown,🚨 Order O161 delayed by 22 mins in Unknown.,2025-09-10 18:10:09.210
66,DeliveryDelay,O165,R49,S19,Butter,Unknown,🚨 Order O165 delayed by 19 mins in Unknown.,2025-09-10 18:10:10.423
67,DeliveryDelay,O169,R52,S6,Atta,Unknown,🚨 Order O169 delayed by 23 mins in Unknown.,2025-09-10 18:10:11.633
68,DeliveryDelay,O171,R81,S12,Juice,Unknown,🚨 Order O171 delayed by 25 mins in Unknown.,2025-09-10 18:10:12.240
69,DeliveryDelay,O172,R37,S12,Eggs,Unknown,🚨 Order O172 delayed by 22 mins in Unknown.,2025-09-10 18:10:12.537
70,DeliveryDelay,O174,R56,S2,Juice,Unknown,🚨 Order O174 delayed by 16 mins in Unknown.,2025-09-10 18:10:13.147
71,DeliveryDelay,O178,R43,S5,Juice,Unknown,🚨 Order O178 delayed by 16 mins in Unknown.,2025-09-10 18:10:14.363
72,DeliveryDelay,O180,R14,S6,Rice,Unknown,🚨 Order O180 delayed by 23 mins in Unknown.,2025-09-10 18:10:14.980
73,DeliveryDelay,O181,R95,S20,Milk,Unknown,🚨 Order O181 delayed by 25 mins in Unknown.,2025-09-10 18:10:15.257
74,DeliveryDelay,O182,R52,S6,Cheese,Unknown,🚨 Order O182 delayed by 20 mins in Unknown.,2025-09-10 18:10:15.563
75,DeliveryDelay,O183,R74,S1,Salt,Unknown,🚨 Order O183 delayed by 27 mins in Unknown.,2025-09-10 18:10:15.867
76,DeliveryDelay,O187,R5,S18,Salt,Unknown,🚨 Order O187 delayed by 29 mins in Unknown.,2025-09-10 18:10:17.077
77,DeliveryDelay,O188,R94,S2,Milk,Unknown,🚨 Order O188 delayed by 25 mins in Unknown.,2025-09-10 18:10:17.380
78,DeliveryDelay,O190,R9,S6,Salt,Unknown,🚨 Order O190 delayed by 23 mins in Unknown.,2025-09-10 18:10:17.983
79,DeliveryDelay,O193,R22,S6,Milk,Unknown,🚨 Order O193 delayed by 27 mins in Unknown.,2025-09-10 18:10:18.893
80,DeliveryDelay,O194,R37,S4,Salt,Unknown,🚨 Order O194 delayed by 26 mins in Unknown.,2025-09-10 18:10:19.203
81,DeliveryDelay,O200,R36,S17,Bread,Unknown,🚨 Order O200 delayed by 18 mins in Unknown.,2025-09-10 18:10:21.020
82,DeliveryDelay,O202,R91,S14,Juice,Unknown,🚨 Order O202 delayed by 29 mins in Unknown.,2025-09-10 18:10:21.617
83,DeliveryDelay,O206,R21,S3,Sugar,Unknown,🚨 Order O206 delayed by 23 mins in Unknown.,2025-09-10 18:10:22.857
84,DeliveryDelay,O208,R2,S20,Salt,Unknown,🚨 Order O208 delayed by 15 mins in Unknown.,2025-09-10 18:10:23.453
85,DeliveryDelay,O209,R43,S10,Cheese,Unknown,🚨 Order O209 delayed by 22 mins in Unknown.,2025-09-10 18:10:23.750
86,DeliveryDelay,O211,R79,S15,Cheese,Unknown,🚨 Order O211 delayed by 16 mins in Unknown.,2025-09-10 18:10:24.360
87,DeliveryDelay,O212,R78,S5,Sugar,Unknown,🚨 Order O212 delayed by 20 mins in Unknown.,2025-09-10 18:10:24.650
88,DeliveryDelay,O213,R2,S1,Sugar,Unknown,🚨 Order O213 delayed by 25 mins in Unknown.,2025-09-10 18:10:24.973
89,DeliveryDelay,O217,R44,S10,Bread,Unknown,🚨 Order O217 delayed by 23 mins in Unknown.,2025-09-10 18:10:26.153
90,DeliveryDelay,O218,R79,S16,Bread,Unknown,🚨 Order O218 delayed by 20 mins in Unknown.,2025-09-10 18:10:26.460
91,DeliveryDelay,O220,R82,S19,Salt,Unknown,🚨 Order O220 delayed by 18 mins in Unknown.,2025-09-10 18:10:27.070
92,DeliveryDelay,O222,R48,S3,Rice,Unknown,🚨 Order O222 delayed by 28 mins in Unknown.,2025-09-10 18:10:27.667
93,DeliveryDelay,O224,R58,S5,Rice,Unknown,🚨 Order O224 delayed by 21 mins in Unknown.,2025-09-10 18:10:28.267
94,DeliveryDelay,O225,R55,S11,Sugar,Unknown,🚨 Order O225 delayed by 22 mins in Unknown.,2025-09-10 18:10:28.577
95,DeliveryDelay,O226,R65,S12,Eggs,Unknown,🚨 Order O226 delayed by 26 mins in Unknown.,2025-09-10 18:10:28.887
96,DeliveryDelay,O227,R11,S2,Rice,Unknown,🚨 Order O227 delayed by 28 mins in Unknown.,2025-09-10 18:10:29.177
97,DeliveryDelay,O232,R77,S16,Bread,Unknown,🚨 Order O232 delayed by 16 mins in Unknown.,2025-09-10 18:10:30.693
98,DeliveryDelay,O234,R48,S8,Atta,Unknown,🚨 Order O234 delayed by 25 mins in Unknown.,2025-09-10 18:10:31.303
99,DeliveryDelay,O236,R73,S17,Milk,Unknown,🚨 Order O236 delayed by 18 mins in Unknown.,2025-09-10 18:10:31.903
100,DeliveryDelay,O244,R89,S20,Bread,Unknown,🚨 Order O244 delayed by 15 mins in Unknown.,2025-09-10 18:10:34.330
101,DeliveryDelay,O247,R6,S13,Milk,Unknown,🚨 Order O247 delayed by 17 mins in Unknown.,2025-09-10 18:10:35.237
102,DeliveryDelay,O251,R64,S16,Eggs,Unknown,🚨 Order O251 delayed by 19 mins in Unknown.,2025-09-10 18:10:36.460
103,DeliveryDelay,O252,R7,S9,Juice,Unknown,🚨 Order O252 delayed by 25 mins in Unknown.,2025-09-10 18:10:36.760
104,DeliveryDelay,O258,R16,S8,Milk,Unknown,🚨 Order O258 delayed by 23 mins in Unknown.,2025-09-10 18:10:38.560
105,DeliveryDelay,O260,R100,S16,Atta,Unknown,🚨 Order O260 delayed by 27 mins in Unknown.,2025-09-10 18:10:39.170
106,DeliveryDelay,O262,R41,S13,Atta,Unknown,🚨 Order O262 delayed by 27 mins in Unknown.,2025-09-10 18:10:39.763
107,DeliveryDelay,O264,R24,S7,Atta,Unknown,🚨 Order O264 delayed by 21 mins in Unknown.,2025-09-10 18:10:40.377
108,DeliveryDelay,O268,R83,S5,Eggs,Unknown,🚨 Order O268 delayed by 22 mins in Unknown.,2025-09-10 18:10:41.587
109,DeliveryDelay,O273,R66,S8,Milk,Unknown,🚨 Order O273 delayed by 20 mins in Unknown.,2025-09-10 18:10:43.103
110,DeliveryDelay,O278,R23,S3,Juice,Unknown,🚨 Order O278 delayed by 30 mins in Unknown.,2025-09-10 18:10:44.613
111,DeliveryDelay,O281,R81,S5,Atta,Unknown,🚨 Order O281 delayed by 20 mins in Unknown.,2025-09-10 18:10:45.513
112,DeliveryDelay,O284,R97,S11,Rice,Unknown,🚨 Order O284 delayed by 26 mins in Unknown.,2025-09-10 18:10:46.423
113,DeliveryDelay,O285,R13,S5,Cheese,Unknown,🚨 Order O285 delayed by 19 mins in Unknown.,2025-09-10 18:10:46.733
114,DeliveryDelay,O286,R63,S20,Butter,Unknown,🚨 Order O286 delayed by 15 mins in Unknown.,2025-09-10 18:10:47.030
115,DeliveryDelay,O287,R85,S16,Eggs,Unknown,🚨 Order O287 delayed by 16 mins in Unknown.,2025-09-10 18:10:47.327
116,DeliveryDelay,O288,R68,S8,Juice,Unknown,🚨 Order O288 delayed by 17 mins in Unknown.,2025-09-10 18:10:47.637
117,DeliveryDelay,O295,R5,S1,Milk,Unknown,🚨 Order O295 delayed by 27 mins in Unknown.,2025-09-10 18:10:49.753
118,DeliveryDelay,O296,R32,S20,Cheese,Unknown,🚨 Order O296 delayed by 16 mins in Unknown.,2025-09-10 18:10:50.043
119,DeliveryDelay,O298,R47,S7,Milk,Unknown,🚨 Order O298 delayed by 30 mins in Unknown.,2025-09-10 18:10:50.647
120,DeliveryDelay,O300,R58,S1,Cheese,Unknown,🚨 Order O300 delayed by 17 mins in Unknown.,2025-09-10 18:10:51.253
121,DeliveryDelay,O302,R22,S11,Cheese,Unknown,🚨 Order O302 delayed by 28 mins in Unknown.,2025-09-10 18:10:51.867
122,DeliveryDelay,O304,R100,S16,Butter,Unknown,🚨 Order O304 delayed by 21 mins in Unknown.,2025-09-10 18:10:52.473
123,DeliveryDelay,O305,R19,S3,Bread,Unknown,🚨 Order O305 delayed by 22 mins in Unknown.,2025-09-10 18:10:52.770
124,DeliveryDelay,O309,R51,S11,Salt,Unknown,🚨 Order O309 delayed by 28 mins in Unknown.,2025-09-10 18:10:53.983
125,DeliveryDelay,O313,R57,S17,Cheese,Unknown,🚨 Order O313 delayed by 25 mins in Unknown.,2025-09-10 18:10:55.190
126,DeliveryDelay,O322,R94,S19,Salt,Unknown,🚨 Order O322 delayed by 30 mins in Unknown.,2025-09-10 18:10:57.940
127,DeliveryDelay,O328,R80,S1,Milk,Unknown,🚨 Order O328 delayed by 21 mins in Unknown.,2025-09-10 18:10:59.733
128,DeliveryDelay,O330,R29,S20,Bread,Unknown,🚨 Order O330 delayed by 24 mins in Unknown.,2025-09-10 18:11:00.340
129,DeliveryDelay,O332,R74,S18,Cheese,Unknown,🚨 Order O332 delayed by 24 mins in Unknown.,2025-09-10 18:11:00.943
130,DeliveryDelay,O333,R44,S4,Sugar,Unknown,🚨 Order O333 delayed by 15 mins in Unknown.,2025-09-10 18:11:01.247
131,DeliveryDelay,O341,R3,S7,Bread,Unknown,🚨 Order O341 delayed by 22 mins in Unknown.,2025-09-10 18:11:03.667
132,DeliveryDelay,O342,R25,S16,Sugar,Unknown,🚨 Order O342 delayed by 22 mins in Unknown.,2025-09-10 18:11:03.960
133,DeliveryDelay,O343,R11,S6,Bread,Unknown,🚨 Order O343 delayed by 15 mins in Unknown.,2025-09-10 18:11:04.270
134,DeliveryDelay,O347,R57,S10,Cheese,Unknown,🚨 Order O347 delayed by 15 mins in Unknown.,2025-09-10 18:11:05.483
135,DeliveryDelay,O353,R5,S15,Eggs,Unknown,🚨 Order O353 delayed by 18 mins in Unknown.,2025-09-10 18:11:07.300
136,DeliveryDelay,O361,R52,S4,Atta,Unknown,🚨 Order O361 delayed by 19 mins in Unknown.,2025-09-10 18:11:09.720
137,DeliveryDelay,O362,R62,S7,Eggs,Unknown,🚨 Order O362 delayed by 26 mins in Unknown.,2025-09-10 18:11:10.023
138,DeliveryDelay,O366,R2,S10,Cheese,Unknown,🚨 Order O366 delayed by 18 mins in Unknown.,2025-09-10 18:11:11.230
139,DeliveryDelay,O367,R80,S4,Juice,Unknown,🚨 Order O367 delayed by 27 mins in Unknown.,2025-09-10 18:11:11.537
140,DeliveryDelay,O368,R15,S2,Atta,Unknown,🚨 Order O368 delayed by 15 mins in Unknown.,2025-09-10 18:11:11.840
141,DeliveryDelay,O375,R96,S9,Atta,Unknown,🚨 Order O375 delayed by 25 mins in Unknown.,2025-09-10 18:11:13.960
142,DeliveryDelay,O376,R69,S19,Milk,Unknown,🚨 Order O376 delayed by 23 mins in Unknown.,2025-09-10 18:11:14.263
143,DeliveryDelay,O377,R90,S7,Sugar,Unknown,🚨 Order O377 delayed by 28 mins in Unknown.,2025-09-10 18:11:14.567
144,DeliveryDelay,O380,R51,S20,Milk,Unknown,🚨 Order O380 delayed by 20 mins in Unknown.,2025-09-10 18:11:15.470
145,DeliveryDelay,O383,R32,S5,Juice,Unknown,🚨 Order O383 delayed by 26 mins in Unknown.,2025-09-10 18:11:16.383
146,DeliveryDelay,O389,R21,S2,Milk,Unknown,🚨 Order O389 delayed by 26 mins in Unknown.,2025-09-10 18:11:18.193
147,DeliveryDelay,O391,R93,S17,Atta,Unknown,🚨 Order O391 delayed by 18 mins in Unknown.,2025-09-10 18:11:18.800
148,DeliveryDelay,O392,R1,S3,Sugar,Unknown,🚨 Order O392 delayed by 16 mins in Unknown.,2025-09-10 18:11:19.120
149,DeliveryDelay,O397,R38,S8,Juice,Unknown,🚨 Order O397 delayed by 22 mins in Unknown.,2025-09-10 18:11:20.617
150,DeliveryDelay,O398,R91,S1,Cheese,Unknown,🚨 Order O398 delayed by 21 mins in Unknown.,2025-09-10 18:11:20.917
151,DeliveryDelay,O401,R14,S16,Rice,Unknown,🚨 Order O401 delayed by 15 mins in Unknown.,2025-09-10 18:11:21.827
152,DeliveryDelay,O402,R57,S17,Eggs,Unknown,🚨 Order O402 delayed by 19 mins in Unknown.,2025-09-10 18:11:22.120
153,DeliveryDelay,O405,R18,S14,Milk,Unknown,🚨 Order O405 delayed by 25 mins in Unknown.,2025-09-10 18:11:23.033
154,DeliveryDelay,O406,R11,S20,Salt,Unknown,🚨 Order O406 delayed by 19 mins in Unknown.,2025-09-10 18:11:23.347
155,DeliveryDelay,O408,R10,S17,Bread,Unknown,🚨 Order O408 delayed by 27 mins in Unknown.,2025-09-10 18:11:23.940
156,DeliveryDelay,O410,R54,S6,Sugar,Unknown,🚨 Order O410 delayed by 15 mins in Unknown.,2025-09-10 18:11:24.547
157,DeliveryDelay,O411,R18,S14,Eggs,Unknown,🚨 Order O411 delayed by 30 mins in Unknown.,2025-09-10 18:11:24.847
158,DeliveryDelay,O416,R27,S2,Eggs,Unknown,🚨 Order O416 delayed by 27 mins in Unknown.,2025-09-10 18:11:26.360
159,DeliveryDelay,O418,R23,S14,Rice,Unknown,🚨 Order O418 delayed by 26 mins in Unknown.,2025-09-10 18:11:26.963
160,DeliveryDelay,O419,R15,S11,Milk,Unknown,🚨 Order O419 delayed by 19 mins in Unknown.,2025-09-10 18:11:27.270
161,DeliveryDelay,O421,R89,S17,Milk,Unknown,🚨 Order O421 delayed by 25 mins in Unknown.,2025-09-10 18:11:27.893
162,DeliveryDelay,O425,R44,S15,Eggs,Unknown,🚨 Order O425 delayed by 19 mins in Unknown.,2025-09-10 18:11:29.090
163,DeliveryDelay,O427,R35,S8,Eggs,Unknown,🚨 Order O427 delayed by 16 mins in Unknown.,2025-09-10 18:11:29.690
164,DeliveryDelay,O428,R98,S5,Cheese,Unknown,🚨 Order O428 delayed by 29 mins in Unknown.,2025-09-10 18:11:29.997
165,DeliveryDelay,O433,R72,S16,Cheese,Unknown,🚨 Order O433 delayed by 20 mins in Unknown.,2025-09-10 18:11:31.503
166,DeliveryDelay,O434,R2,S11,Cheese,Unknown,🚨 Order O434 delayed by 20 mins in Unknown.,2025-09-10 18:11:31.803
167,DeliveryDelay,O435,R68,S15,Butter,Unknown,🚨 Order O435 delayed by 23 mins in Unknown.,2025-09-10 18:11:32.103
168,DeliveryDelay,O436,R52,S5,Milk,Unknown,🚨 Order O436 delayed by 24 mins in Unknown.,2025-09-10 18:11:32.407
169,DeliveryDelay,O437,R62,S2,Rice,Unknown,🚨 Order O437 delayed by 30 mins in Unknown.,2025-09-10 18:11:32.707
170,DeliveryDelay,O438,R9,S17,Cheese,Unknown,🚨 Order O438 delayed by 19 mins in Unknown.,2025-09-10 18:11:33.013
171,DeliveryDelay,O441,R4,S4,Bread,Unknown,🚨 Order O441 delayed by 24 mins in Unknown.,2025-09-10 18:11:33.920
172,DeliveryDelay,O445,R52,S16,Rice,Unknown,🚨 Order O445 delayed by 27 mins in Unknown.,2025-09-10 18:11:35.137
173,DeliveryDelay,O450,R97,S12,Atta,Unknown,🚨 Order O450 delayed by 18 mins in Unknown.,2025-09-10 18:11:36.637
174,DeliveryDelay,O451,R48,S6,Juice,Unknown,🚨 Order O451 delayed by 27 mins in Unknown.,2025-09-10 18:11:36.943
175,DeliveryDelay,O452,R98,S10,Rice,Unknown,🚨 Order O452 delayed by 17 mins in Unknown.,2025-09-10 18:11:37.247
176,DeliveryDelay,O453,R32,S15,Salt,Unknown,🚨 Order O453 delayed by 22 mins in Unknown.,2025-09-10 18:11:37.550
177,DeliveryDelay,O454,R98,S14,Atta,Unknown,🚨 Order O454 delayed by 21 mins in Unknown.,2025-09-10 18:11:37.857
178,DeliveryDelay,O455,R60,S4,Sugar,Unknown,🚨 Order O455 delayed by 18 mins in Unknown.,2025-09-10 18:11:38.150
179,DeliveryDelay,O457,R40,S16,Salt,Unknown,🚨 Order O457 delayed by 15 mins in Unknown.,2025-09-10 18:11:38.763
180,DeliveryDelay,O464,R24,S12,Juice,Unknown,🚨 Order O464 delayed by 20 mins in Unknown.,2025-09-10 18:11:40.897
181,DeliveryDelay,O467,R32,S4,Rice,Unknown,🚨 Order O467 delayed by 21 mins in Unknown.,2025-09-10 18:11:41.790
182,DeliveryDelay,O470,R64,S5,Butter,Unknown,🚨 Order O470 delayed by 21 mins in Unknown.,2025-09-10 18:11:42.697
183,DeliveryDelay,O472,R5,S9,Salt,Unknown,🚨 Order O472 delayed by 27 mins in Unknown.,2025-09-10 18:11:43.307
184,DeliveryDelay,O482,R25,S1,Sugar,Unknown,🚨 Order O482 delayed by 22 mins in Unknown.,2025-09-10 18:11:46.330
185,DeliveryDelay,O483,R11,S7,Salt,Unknown,🚨 Order O483 delayed by 29 mins in Unknown.,2025-09-10 18:11:46.620
186,DeliveryDelay,O486,R24,S2,Eggs,Unknown,🚨 Order O486 delayed by 30 mins in Unknown.,2025-09-10 18:11:47.530
187,DeliveryDelay,O487,R85,S16,Cheese,Unknown,🚨 Order O487 delayed by 23 mins in Unknown.,2025-09-10 18:11:47.847
188,DeliveryDelay,O488,R2,S20,Atta,Unknown,🚨 Order O488 delayed by 29 mins in Unknown.,2025-09-10 18:11:48.140
189,DeliveryDelay,O491,R5,S4,Rice,Unknown,🚨 Order O491 delayed by 18 mins in Unknown.,2025-09-10 18:11:49.053
190,DeliveryDelay,O492,R3,S15,Eggs,Unknown,🚨 Order O492 delayed by 27 mins in Unknown.,2025-09-10 18:11:49.350
191,DeliveryDelay,O494,R85,S2,Atta,Unknown,🚨 Order O494 delayed by 20 mins in Unknown.,2025-09-10 18:11:49.960
192,DeliveryDelay,O495,R58,S9,Eggs,Unknown,🚨 Order O495 delayed by 29 mins in Unknown.,2025-09-10 18:11:50.260
193,DeliveryDelay,O496,R100,S13,Rice,Unknown,🚨 Order O496 delayed by 17 mins in Unknown.,2025-09-10 18:11:50.563
194,DeliveryDelay,O498,R4,S4,Butter,Unknown,🚨 Order O498 delayed by 18 mins in Unknown.,2025-09-10 18:11:51.193
