timestamp,symbol,open,high,low,close,previous_close,volume
2024-01-01 09:41:00,TCS.NS,3510.34,3511.91,3508.93,3510.93,3513.7,6059
2024-01-01 09:42:00,TCS.NS,3510.54,3516.64,3509.29,3510.49,3510.93,2226
2024-01-01 09:43:00,TCS.NS,3510.9,3520.78,3502.99,3504.26,3510.49,4882
2024-01-01 09:44:00,TCS.NS,3500.85,3505.94,3494.41,3494.99,3504.26,7309
2024-01-01 09:45:00,TCS.NS,3498.39,3505.23,3489.13,3492.25,3494.99,3374
2024-01-01 09:46:00,TCS.NS,3491.5,3498.64,3489.85,3490.76,3492.25,5905
2024-01-01 09:47:00,TCS.NS,3487.87,3493.41,3486.8,3490.23,3490.76,7369
2024-01-01 09:48:00,TCS.NS,3487.23,3497.08,3482.77,3493.75,3490.23,3731
2024-01-01 09:49:00,TCS.NS,3492.35,3497.46,3489.74,3492.33,3493.75,5939
2024-01-01 09:50:00,TCS.NS,3497.04,3505.33,3493.9,3495.77,3492.33,5638
2024-01-01 09:51:00,TCS.NS,3493.2,3500.81,3490.79,3495.88,3495.77,2877
2024-01-01 09:52:00,TCS.NS,3497.79,3501.48,3489.48,3497.35,3495.88,3150
2024-01-01 09:53:00,TCS.NS,3497.9,3498.1,3492.57,3494.8,3497.35,5585
2024-01-01 09:54:00,TCS.NS,3494.99,3504.96,3488.7,3488.81,3494.8,5697
2024-01-01 09:55:00,TCS.NS,3485.57,3491.53,3482.69,3484.25,3488.81,7978
2024-01-01 09:56:00,TCS.NS,3482.29,3486.69,3478.93,3483.14,3484.25,5203
2024-01-01 09:57:00,TCS.NS,3479.11,3482.19,3477.05,3478.14,3483.14,9409
2024-01-01 09:58:00,TCS.NS,3481.94,3484.89,3475.94,3478.74,3478.14,3845
2024-01-01 09:59:00,TCS.NS,3479.4,3480.94,3470.18,3475.2,3478.74,6374
2024-01-01 10:00:00,TCS.NS,3470.53,3471.82,3469.83,3470.74,3475.2,1683
2024-01-01 10:01:00,TCS.NS,3472.7,3478.34,3465.33,3477.41,3470.74,5837
2024-01-01 10:02:00,TCS.NS,3475.98,3483.33,3472.19,3477.15,3477.41,4528
2024-01-01 10:03:00,TCS.NS,3472.69,3474.2,3466.91,3467.56,3477.15,5264
2024-01-01 10:04:00,TCS.NS,3466.18,3470.86,3463.76,3464.73,3467.56,6192
2024-01-01 10:05:00,TCS.NS,3466.3,3474.11,3459.49,3463.25,3464.73,4316
2024-01-01 10:06:00,TCS.NS,3458.52,3466.16,3453.15,3459.86,3463.25,1292
2024-01-01 10:07:00,TCS.NS,3456.95,3459.12,3456.13,3457.65,3459.86,8415
2024-01-01 10:08:00,TCS.NS,3456.45,3463.8,3452.27,3457.26,3457.65,8828
2024-01-01 10:09:00,TCS.NS,3460.2,3468.78,3456.11,3461.98,3457.26,1438
2024-01-01 10:10:00,TCS.NS,3466.42,3473.65,3460.4,3467.96,3461.98,7588
2024-01-01 10:11:00,TCS.NS,3471.34,3477.89,3470.55,3471.45,3467.96,8354
2024-01-01 10:12:00,TCS.NS,3475.63,3477.2,3473.32,3476.2,3471.45,1704
2024-01-01 10:13:00,TCS.NS,3476.23,3478.81,3472.77,3475.94,3476.2,2346
2024-01-01 10:14:00,TCS.NS,3480.73,3482.24,3477.94,3481.54,3475.94,4365
2024-01-01 10:15:00,TCS.NS,3477.78,3481.08,3468.18,3472.16,3481.54,8607
2024-01-01 10:16:00,TCS.NS,3472.69,3476.47,3464.69,3472.55,3472.16,6871
2024-01-01 10:17:00,TCS.NS,3469.37,3479.21,3468.62,3476.3,3472.55,8179
2024-01-01 10:18:00,TCS.NS,3472.71,3476.92,3469.6,3470.92,3476.3,9358
2024-01-01 10:19:00,TCS.NS,3471.46,3480.56,3464.93,3471.08,3470.92,1206
2024-01-01 10:20:00,TCS.NS,3473.43,3475.57,3472.73,3473.68,3471.08,3820
2024-01-01 10:21:00,TCS.NS,3474.77,3482.71,3467.43,3469.37,3473.68,4772
2024-01-01 10:22:00,TCS.NS,3472.87,3476.36,3466.88,3468.89,3469.37,2150
2024-01-01 10:23:00,TCS.NS,3465.1,3470.65,3455.18,3457.67,3468.89,1659
2024-01-01 10:24:00,TCS.NS,3453.61,3458.04,3448.55,3453.87,3457.67,1614
2024-01-01 10:25:00,TCS.NS,3451.4,3457.95,3450.42,3456.57,3453.87,7350
2024-01-01 10:26:00,TCS.NS,3459.53,3463.1,3450.37,3460.25,3456.57,4211
2024-01-01 10:27:00,TCS.NS,3461.81,3467.33,3454.52,3463.94,3460.25,4399
2024-01-01 10:28:00,TCS.NS,3462.26,3462.58,3461.97,3462.06,3463.94,6185
2024-01-01 10:29:00,TCS.NS,3464.29,3474.2,3457.21,3461.31,3462.06,5491
2024-01-01 10:30:00,TCS.NS,3456.95,3458.99,3454.92,3458.23,3461.31,6841
2024-01-01 10:31:00,TCS.NS,3459.39,3460.67,3449.99,3453.87,3458.23,8783
2024-01-01 10:32:00,TCS.NS,3449.88,3453.59,3441.85,3450.72,3453.87,7918
2024-01-01 10:33:00,TCS.NS,3451.65,3456.99,3446.83,3449.41,3450.72,4794
2024-01-01 10:34:00,TCS.NS,3449.86,3452.03,3443.65,3446.86,3449.41,4985
2024-01-01 10:35:00,TCS.NS,3449.68,3453.84,3439.77,3447.3,3446.86,2564
2024-01-01 10:36:00,TCS.NS,3447.09,3448.77,3439.62,3443.68,3447.3,8210
2024-01-01 10:37:00,TCS.NS,3445.55,3449.9,3440.04,3446.04,3443.68,5297
2024-01-01 10:38:00,TCS.NS,3447.54,3451.5,3444.56,3445.21,3446.04,8249
2024-01-01 10:39:00,TCS.NS,3450.02,3454.54,3447.01,3453.81,3445.21,6067
2024-01-01 10:40:00,TCS.NS,3450.39,3454.57,3440.55,3441.44,3453.81,1479
2024-01-01 10:41:00,TCS.NS,3443.28,3447.54,3440.17,3445.56,3441.44,6068
2024-01-01 10:42:00,TCS.NS,3445.07,3451.1,3440.19,3450.29,3445.56,7678
2024-01-01 10:43:00,TCS.NS,3452.96,3462.82,3452.51,3460.96,3450.29,3681
2024-01-01 10:44:00,TCS.NS,3462.96,3465.7,3460.13,3465.58,3460.96,2435
2024-01-01 10:45:00,TCS.NS,3465.71,3473.77,3460.82,3472.61,3465.58,1261
2024-01-01 10:46:00,TCS.NS,3470.55,3471.59,3468.92,3470.8,3472.61,6834
2024-01-01 10:47:00,TCS.NS,3473.86,3480.31,3471.79,3472.77,3470.8,7021
2024-01-01 10:48:00,TCS.NS,3473.53,3483.02,3467.73,3469.96,3472.77,3511
2024-01-01 10:49:00,TCS.NS,3468.47,3469.19,3459.35,3465.91,3469.96,3421
2024-01-01 10:50:00,TCS.NS,3463.08,3463.69,3461.4,3463.19,3465.91,9531
2024-01-01 10:51:00,TCS.NS,3461.3,3462.29,3458.44,3461.84,3463.19,8620
2024-01-01 10:52:00,TCS.NS,3460.57,3466.92,3459.47,3462.14,3461.84,3415
2024-01-01 10:53:00,TCS.NS,3465.17,3466.46,3464.98,3465.53,3462.14,4425
2024-01-01 10:54:00,TCS.NS,3463.87,3467.99,3459.0,3467.08,3465.53,6959
2024-01-01 10:55:00,TCS.NS,3462.76,3469.13,3462.56,3463.35,3467.08,8391
2024-01-01 10:56:00,TCS.NS,3465.53,3467.29,3461.3,3466.21,3463.35,6548
2024-01-01 10:57:00,TCS.NS,3470.42,3470.55,3463.43,3463.56,3466.21,5461
2024-01-01 10:58:00,TCS.NS,3463.22,3469.37,3457.5,3460.78,3463.56,5134
2024-01-01 10:59:00,TCS.NS,3457.08,3460.85,3451.13,3457.53,3460.78,9436
2024-01-01 11:00:00,TCS.NS,3459.01,3465.73,3450.18,3458.85,3457.53,1732
2024-01-01 11:01:00,TCS.NS,3458.96,3460.24,3457.03,3459.77,3458.85,4107
2024-01-01 11:02:00,TCS.NS,3461.48,3469.52,3452.26,3468.57,3459.77,7760
2024-01-01 11:03:00,TCS.NS,3471.48,3480.78,3468.34,3477.68,3468.57,9891
2024-01-01 11:04:00,TCS.NS,3473.06,3477.78,3472.52,3473.26,3477.68,8835
2024-01-01 11:05:00,TCS.NS,3474.27,3480.35,3472.95,3478.45,3473.26,3591
2024-01-01 11:06:00,TCS.NS,3479.88,3489.08,3470.3,3471.37,3478.45,3130
2024-01-01 11:07:00,TCS.NS,3472.45,3479.35,3471.85,3478.55,3471.37,9734
2024-01-01 11:08:00,TCS.NS,3482.93,3488.62,3482.81,3485.47,3478.55,4063
2024-01-01 11:09:00,TCS.NS,3489.0,3490.99,3483.83,3490.49,3485.47,3079
2024-01-01 11:10:00,TCS.NS,3494.41,3504.12,3493.6,3494.94,3490.49,6393
2024-01-01 11:11:00,TCS.NS,3492.53,3492.61,3492.23,3492.58,3494.94,8402
2024-01-01 11:12:00,TCS.NS,3497.17,3501.4,3488.37,3496.19,3492.58,7002
2024-01-01 11:13:00,TCS.NS,3498.87,3506.3,3491.89,3495.77,3496.19,3360
2024-01-01 11:14:00,TCS.NS,3494.67,3498.44,3489.19,3494.51,3495.77,5423
2024-01-01 11:15:00,TCS.NS,3499.49,3507.79,3498.41,3498.66,3494.51,7082
2024-01-01 11:16:00,TCS.NS,3498.93,3502.37,3490.24,3498.76,3498.66,4416
2024-01-01 11:17:00,TCS.NS,3503.5,3506.97,3494.39,3497.21,3498.76,5166
2024-01-01 11:18:00,TCS.NS,3494.07,3501.47,3485.78,3487.32,3497.21,4693
2024-01-01 11:19:00,TCS.NS,3491.98,3495.98,3485.37,3489.29,3487.32,6719
2024-01-01 11:20:00,TCS.NS,3493.7,3497.53,3484.65,3489.69,3489.29,7462
2024-01-01 11:21:00,TCS.NS,3490.21,3492.01,3486.44,3489.7,3489.69,1357
2024-01-01 11:22:00,TCS.NS,3490.19,3494.05,3487.39,3488.96,3489.7,1083
2024-01-01 11:23:00,TCS.NS,3493.7,3501.91,3486.5,3490.59,3488.96,4730
2024-01-01 11:24:00,TCS.NS,3487.01,3492.57,3484.59,3489.09,3490.59,4439
2024-01-01 11:25:00,TCS.NS,3485.56,3489.61,3482.4,3487.91,3489.09,7610
2024-01-01 11:26:00,TCS.NS,3489.9,3495.3,3482.21,3495.08,3487.91,1870
2024-01-01 11:27:00,TCS.NS,3490.14,3497.75,3489.21,3490.54,3495.08,7085
2024-01-01 11:28:00,TCS.NS,3495.47,3499.02,3494.14,3496.32,3490.54,9627
2024-01-01 11:29:00,TCS.NS,3495.92,3497.43,3486.5,3490.88,3496.32,8591
2024-01-01 11:30:00,TCS.NS,3495.67,3502.03,3488.07,3495.21,3490.88,7274
2024-01-01 11:31:00,TCS.NS,3491.58,3493.36,3487.65,3488.11,3495.21,8043
2024-01-01 11:32:00,TCS.NS,3489.3,3491.62,3483.09,3487.87,3488.11,6832
2024-01-01 11:33:00,TCS.NS,3491.25,3491.39,3484.49,3487.85,3487.87,8976
2024-01-01 11:34:00,TCS.NS,3491.62,3492.97,3486.24,3491.12,3487.85,2808
2024-01-01 11:35:00,TCS.NS,3487.39,3493.48,3484.36,3489.31,3491.12,1873
2024-01-01 11:36:00,TCS.NS,3488.81,3491.08,3487.32,3489.72,3489.31,1453
2024-01-01 11:37:00,TCS.NS,3492.03,3493.18,3489.63,3492.14,3489.72,9437
2024-01-01 11:38:00,TCS.NS,3494.58,3503.86,3491.03,3499.09,3492.14,3414
2024-01-01 11:39:00,TCS.NS,3503.82,3510.29,3497.56,3504.8,3499.09,7812
2024-01-01 11:40:00,TCS.NS,3501.9,3506.42,3493.55,3499.51,3504.8,7592
2024-01-01 11:41:00,TCS.NS,3502.85,3504.38,3495.61,3504.02,3499.51,4284
2024-01-01 11:42:00,TCS.NS,3504.39,3508.8,3499.58,3506.85,3504.02,5523
2024-01-01 11:43:00,TCS.NS,3505.55,3513.48,3500.21,3507.11,3506.85,6433
2024-01-01 11:44:00,TCS.NS,3502.5,3507.56,3492.84,3500.35,3507.11,8429
2024-01-01 11:45:00,TCS.NS,3504.45,3513.37,3497.03,3508.25,3500.35,4608
2024-01-01 11:46:00,TCS.NS,3510.25,3518.89,3509.0,3516.12,3508.25,1885
2024-01-01 11:47:00,TCS.NS,3517.19,3523.78,3509.82,3514.35,3516.12,6525
2024-01-01 11:48:00,TCS.NS,3510.45,3511.38,3501.81,3509.01,3514.35,1381
2024-01-01 11:49:00,TCS.NS,3507.94,3510.27,3500.89,3504.36,3509.01,9730
2024-01-01 11:50:00,TCS.NS,3500.95,3505.81,3496.22,3502.77,3504.36,6929
2024-01-01 11:51:00,TCS.NS,3507.31,3515.15,3499.21,3507.08,3502.77,4109
2024-01-01 11:52:00,TCS.NS,3502.38,3505.15,3494.35,3499.11,3507.08,6064
2024-01-01 11:53:00,TCS.NS,3496.63,3504.83,3489.98,3490.72,3499.11,7348
2024-01-01 11:54:00,TCS.NS,3494.9,3498.6,3488.09,3489.41,3490.72,3295
2024-01-01 11:55:00,TCS.NS,3484.54,3486.05,3479.1,3483.16,3489.41,2256
2024-01-01 11:56:00,TCS.NS,3486.6,3493.44,3478.55,3479.82,3483.16,3976
2024-01-01 11:57:00,TCS.NS,3482.49,3486.2,3475.22,3476.02,3479.82,2093
2024-01-01 11:58:00,TCS.NS,3479.0,3483.33,3476.79,3477.47,3476.02,6312
2024-01-01 11:59:00,TCS.NS,3482.26,3487.24,3475.5,3476.71,3477.47,2017
2024-01-01 12:00:00,TCS.NS,3480.91,3487.01,3476.26,3481.42,3476.71,3663
2024-01-01 12:01:00,TCS.NS,3481.41,3489.57,3476.14,3488.07,3481.42,1091
2024-01-01 12:02:00,TCS.NS,3490.98,3497.17,3483.55,3486.45,3488.07,9053
2024-01-01 12:03:00,TCS.NS,3488.2,3489.99,3478.55,3486.0,3486.45,6434
2024-01-01 12:04:00,TCS.NS,3484.83,3491.15,3482.0,3490.98,3486.0,3961
2024-01-01 12:05:00,TCS.NS,3492.22,3493.67,3487.64,3490.75,3490.98,9726
2024-01-01 12:06:00,TCS.NS,3489.73,3489.9,3489.19,3489.5,3490.75,3214
2024-01-01 12:07:00,TCS.NS,3490.01,3496.07,3486.45,3495.44,3489.5,7692
2024-01-01 12:08:00,TCS.NS,3495.71,3496.69,3494.25,3496.21,3495.44,9803
2024-01-01 12:09:00,TCS.NS,3497.88,3502.67,3494.95,3497.87,3496.21,4685
2024-01-01 12:10:00,TCS.NS,3494.15,3497.14,3490.81,3496.59,3497.87,8199
2024-01-01 12:11:00,TCS.NS,3500.14,3503.31,3499.71,3501.2,3496.59,8383
2024-01-01 12:12:00,TCS.NS,3496.46,3500.39,3491.51,3494.63,3501.2,7248
2024-01-01 12:13:00,TCS.NS,3494.94,3497.7,3487.65,3497.37,3494.63,3843
2024-01-01 12:14:00,TCS.NS,3502.03,3511.49,3496.86,3497.89,3497.37,5914
2024-01-01 12:15:00,TCS.NS,3500.59,3505.78,3494.33,3498.93,3497.89,8749
2024-01-01 12:16:00,TCS.NS,3499.68,3503.88,3496.01,3499.54,3498.93,7618
2024-01-01 12:17:00,TCS.NS,3501.58,3507.71,3499.1,3502.71,3499.54,6532
2024-01-01 12:18:00,TCS.NS,3504.1,3512.11,3501.74,3505.61,3502.71,7101
2024-01-01 12:19:00,TCS.NS,3501.43,3504.96,3499.25,3503.45,3505.61,5216
2024-01-01 12:20:00,TCS.NS,3498.98,3508.81,3496.72,3503.61,3503.45,3187
2024-01-01 12:21:00,TCS.NS,3499.55,3499.77,3494.65,3498.55,3503.61,6795
2024-01-01 12:22:00,TCS.NS,3500.08,3505.15,3490.63,3500.06,3498.55,7988
2024-01-01 12:23:00,TCS.NS,3500.18,3501.94,3493.27,3495.14,3500.06,5839
2024-01-01 12:24:00,TCS.NS,3494.94,3499.85,3493.54,3498.59,3495.14,3353
2024-01-01 12:25:00,TCS.NS,3498.51,3501.41,3489.6,3494.77,3498.59,2638
2024-01-01 12:26:00,TCS.NS,3498.75,3504.3,3496.47,3496.64,3494.77,9904
2024-01-01 12:27:00,TCS.NS,3496.33,3504.48,3493.19,3493.33,3496.64,3908
2024-01-01 12:28:00,TCS.NS,3498.25,3499.53,3492.3,3499.45,3493.33,3339
2024-01-01 12:29:00,TCS.NS,3503.61,3506.84,3503.12,3505.51,3499.45,8721
2024-01-01 12:30:00,TCS.NS,3501.17,3508.97,3497.45,3499.86,3505.51,4166
2024-01-01 12:31:00,TCS.NS,3504.66,3507.97,3500.14,3503.48,3499.86,3772
2024-01-01 12:32:00,TCS.NS,3504.5,3514.1,3499.02,3512.19,3503.48,4130
2024-01-01 12:33:00,TCS.NS,3508.18,3512.59,3499.87,3505.11,3512.19,8051
2024-01-01 12:34:00,TCS.NS,3505.34,3512.49,3501.09,3511.29,3505.11,1714
